,pdf_name,date1,time1,date2,time2,mr_address,en_address,Latitude,Longitude,Google Maps Address
1470,596.pdf,05/08/2025,13:00,05/08/2025,14:00," आकाश टावर, धारावी मेन रोड , धारावी मुंबई 17,   ","Akash Tower, Dharavi Main Road, Dharavi Mumbai 17,",19.0376839,72.8552404,"Kumbhar Wada, Dharavi, Mumbai, Maharashtra, India"
1471,597.pdf,05/08/2025,15:30,05/08/2025,15:40," अबुबकर बालवाडी मस्जीद च्या जवळ, 60 फिट रोड, कुंभारवाडा, , धारावी, मुंबई,   ","Near Abubakar Balwadi Masjid, 60 Fit Road, Kumbharwada, , Dharavi, Mumbai,",19.0380334,72.8537589,"Dharavi, Mumbai, Maharashtra, India"
1472,598.pdf,05/08/2025,19:00,05/08/2025,19:15," हवा गल्ली, हेरीटेज मैदान, , कावळे चाळ, धारावी, मुंबई 17 , ","Hawa Galli, Heritage Ground, , Kawle Chal, Dharavi, Mumbai 17 ,",19.0380334,72.8537589,"Dharavi, Mumbai, Maharashtra, India"
1473,599.pdf,04/08/2025,22:30,04/08/2025,23:00," गुरूदत्त जिम पिवळा बंगला,, समोरील गरेज जवळ, पिवळा बंगला, धारावी,   ","Gurudutt Gym Yellow Bungalow,, Near Front Garage, Yellow Bungalow, Dharavi,",19.0175257,72.8384601,"Bhavani Shankar Rd, Dadar West, Dadar, Mumbai, Maharashtra, India"
1474,600.pdf,07/03/2025,19:15,07/03/2025,19:20," भवानी शंकर रोड, बेस्ट बस स्टाँपच्या बाजुला, दादर पण्चिम,मुंबई   ","Bhawani Shankar Road, Beside Best Bus Stand, Dadar Panchim, Mumbai",19.047571,72.85284399999999,"T. Junction, Dharavi Village, Dharavi, Mumbai, Maharashtra 400017, India"
1475,601.pdf,03/08/2025,23:30,04/08/2025,13:00," टी जंक्शन च्याआत राजाबल्ली चाळ, अबरार मसजीद च्या समोर , धारावी मुंबई ,   ","Rajaballi Chall, Inside T Junction, Opposite Abrar Masjid, Dharavi Mumbai,",19.0510479,72.8385002,"50, Swami Vivekanand Rd, Near Jama Masjid, C Block BKC, Qurese Nagar, Bandra West, Mumbai, Maharashtra 400050, India"
1476,602.pdf,31/01/2025,23:10,31/01/2025,23:10," कुरेशी नगर, एस व्ही रोड, वांद्रे पष्चिम मुंबई 50,   ","Qureshi Nagar, SV Road, Bandra West Mumbai 50,",19.037499,72.854877,"Kumbharwada, Kumbhar Wada, Dharavi, Mumbai, Maharashtra 400017, India"
1477,603.pdf,06/08/2025,02:00,06/08/2025,02:40," कुंभारवाडा परिसर, , 90 फिट रोड, धारावी, मुंबई-17,   ","Kumbharwada Premises, , 90 Fit Road, Dharavi, Mumbai-17,",19.0425637,72.8524295,"Cross Rd, Palwadi, Dharavi, Mumbai, Maharashtra 400017, India"
1478,604.pdf,01/07/2024,00:00,06/08/2025,00:00," 520,, चवथा माळा, क्रस रोड,, गणपती मंदीरा शेजारी, धारावी, मुंबई-17,   ","520,, Chavatha Mala, Cross Road,, Next to Ganpati Temple, Dharavi, Mumbai-17,",19.0380334,72.8537589,"Dharavi, Mumbai, Maharashtra, India"
1479,605.pdf,06/08/2025,23:00,06/08/2025,23:50," वल्लभ बिल्डींग परिसर, , 90 फिट रोड,, धारावी मुं 17 ,   ","Vallabh Building Premises, , 90 Fit Road,, Dharavi Mun 17 ,",19.0428215,72.85629240000002,"New Maharashtra Nagar, 229, 90 Feet Rd, opp. Indian Bank, Dharavi, Mumbai, Maharashtra 400017, India"
1480,606.pdf,06/08/2025,22:45,06/08/2025,23:00," न्यू महाराष्ट्र नगर,, धारावी मुंबई ,   ","New Maharashtra Nagar, Dharavi Mumbai,",19.0827159,72.9048194,"Mahatma Gandhi Rd, Mumbai, Maharashtra, India"
1481,607.pdf,07/08/2025,01:15,07/08/2025,04:15," रूम नं डि 31 , जीवनज्योत रहिवासी संघ, धोबी घाट ,एम जी रोड धारावी ,   ","Room No D 31, Jeevanjyot Resident Association, Dhobi Ghat, MG Road Dharavi,",19.0441802,72.8533779,"17, 01, Sheshwadi, Dharavi, Mumbai, Maharashtra 400017, India"
1482,609.pdf,07/08/2025,17:30,07/08/2025,18:00," राजीव गांधी नगर,, ओएनजीसी गेट नं01 च्या समोर, धारावी मुंबई17,   ","Rajiv Gandhi Nagar, Opposite ONGC Gate No.01, Dharavi Mumbai 17,",19.0472853,72.8610609,"17, Sant Rohidas Marg, Dharavi Slums, Laxmi Baug, Dharavi, Mumbai, Maharashtra 400017, India"
1483,610.pdf,08/08/2025,00:30,08/08/2025,01:15," गोल्डफिल्ड कंम्पाउंड चे समोर, संत रोहिदास मार्ग, धारावी, मुंबई 17, ","Opposite Goldfield Compound, Sant Rohidas Marg, Dharavi, Mumbai 17,",19.0459886,72.8563842,"17, 7, Dharavi, Mumbai, Maharashtra 400017, India"
1484,611.pdf,08/08/2025,00:20,08/08/2025,00:40," सार्वनिक बाथरुमजवळ, ट्रांझिट HET नं-07, धारावी,मुंबई -17,   ","Near Public Bathroom, Transit HET No-07, Dharavi, Mumbai-17,",19.017788,72.828142,"OCEAN GOLD-B, B/24, Prabhadevi, Mumbai, Maharashtra 400025, India"
1485,612.pdf,06/01/2025,01:30,07/01/2025,10:00," 24, प्रभादेवी,स्टेशनच्या बाजूला, 38/ए सरस्वती निवास,, मुंबई13,   ","24, Prabhadevi, Beside Station, 38/A Saraswati Niwas,, Mumbai13,",19.0525489,72.8289229,"51B, Chapel Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050, India"
1486,613.pdf,31/01/2025,19:30,31/01/2025,20:45," अँन्डेन विला, 51बी, चपेल रोड, वांद्रे पश्‍चिम, मुंबई 50 ,   ","ANDEN VILLA, 51B, CHAPELL ROAD, BANDRA WEST, MUMBAI 50 ,",19.018226,72.8168362,"Koliwada, Worli, Mumbai, Maharashtra 400030, India"
1487,614.pdf,09/03/2025,18:15,09/03/2025,18:20," कोस्टगार्डच्या डाव्या भिंतीलगत, वरळी कोळीवाडा, , वरळी मुंबई 30, ","Beside Coastguard Left Wall, Worli Koliwada, , Worli Mumbai 30,",19.0472853,72.8610609,"17, Sion-Bandra Link Rd, Dharavi Slums, Laxmi Baug, Dharavi, Mumbai, Maharashtra 400017, India"
1488,615.pdf,08/08/2025,02:00,08/08/2025,02:10," टी जंक्शन, सायन बांद्रा लिंक रोड, धारावी मुंबई 17,   ","T Junction, Sion Bandra Link Road, Dharavi Mumbai 17,",19.0428918,72.8525317,"17, Ganesh Temple Rd, Bhatiya Nagar, Dharavi, Mumbai, Maharashtra 400017, India"
1489,616.pdf,08/08/2025,03:30,08/08/2025,03:40," खंबादेवी मंदीराजवळ, धारावी, मुंबई-17,   ","Near Khambadevi Temple, Dharavi, Mumbai-17,",19.0506601,72.8586004,"Dharavi Bus Depot, Dharavi Depot Rd, Kala Qila, Dharavi, Mumbai, Maharashtra 400017, India"
1490,617.pdf,08/08/2025,16:00,08/08/2025,16:15," सायन-बांद्रा लिंक रोड, धारावी बस डेपोच्या बाजूला , दक्षिण वाहिनीवर, धारावी,मुंबई,   ","Sion-Bandra Link Road, Beside Dharavi Bus Depot, South Channel, Dharavi, Mumbai,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1491,618.pdf,22/02/2024,12:00,01/07/2025,17:00," कमल मेन्शन स्थित गाळा नं 1/1, तळमजला, हाजी नियाज अबू आझमी मा, कुलाबा, मुंबई, ","Located at Kamal Mansion, Gala No. 1/1, Ground Floor, Haji Niaz Abu Azmi Ma, Colaba, Mumbai,",18.9200706,72.8309383,"Walton Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1492,619.pdf,02/07/2025,14:50,02/07/2025,15:30," वाल्टन रोडच्या फुटपाथवर, सार्जंटहाऊसच्या विरूध्दबाजुला, कुलाबा मुंबई, ","On footpath of Walton Road, Opposite Sergeant's House, Colaba Mumbai,",18.9692903,72.846633,"5/22, Dockyard, Wadi Bandar, Colaba, Mumbai, Maharashtra 400010, India"
1493,620.pdf,08/07/2025,10:00,08/07/2025,14:30," रूम नं 75, सुनिता बिल्डींग, एस बी एस रोड, कुलाबा पोस्ट ऑफिसच्या विरूद्ध, कुलाबा, मुंबई- 05, मोबाईलवरून,   ","ROOM NO 75, SUNITA BUILDING, SBS ROAD, OPPOSITE COLABA POST OFFICE, COLABA, MUMBAI-05, FROM MOBILE,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1494,621.pdf,11/07/2025,02:09,11/07/2025,02:15," बडे मियाँ गल्लीकडून, ASIN कफेच्या दिशेने, कुलाबा, मुंबई,   ","From Bade Mian Galli, towards ASIN Cafe, Colaba, Mumbai,",18.914574,72.8244574,"Shahid Bhagat Singh Rd, Colaba, Mumbai, Maharashtra, India"
1495,622.pdf,12/07/2025,10:13,12/07/2025,11:28," बी 12, एसबीएस रोड, तिसरा मजला, खुसरो बाग, कुलाबा मुंबई,   ","B12, SBS Road, 3rd Floor, Khusro Bagh, Colaba Mumbai,",18.9228681,72.83144829999999,"58, 23, Shahid Bhagat Singh Rd, Scindia Society, Police Colony, Apollo Bandar, Fort, Mumbai, Maharashtra 400001, India"
1496,623.pdf,24/06/2025,11:42,25/06/2025,00:00," 58/60, ए ब्लॉक, 4 था माळा, , पाईपवला बिल्डींग रूम नं 23, एसबीएसरोड कुलाबा मुंबई,   ","58/60, A Block, 4th Mala, , Pipevala Building Room No 23, SBS Road Colaba Mumbai,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
1497,624.pdf,01/02/2025,00:15,01/02/2025,00:15," शास्त्री नगर, बस डेपो जवळ, वांद्रे प मुंबई 50,   ","Shastri Nagar, Near Bus Depot, Bandra P Mumbai 50,",18.9232359,72.83252259999999,"Bademiya, Tulloch Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1498,625.pdf,14/07/2025,02:20,14/07/2025,02:25," बडे मिया गल्लीकडून , ASIN कफेच्या दिशेने , कुलाबा मुंबई,   ","From Bade Mia Galli, towards ASIN Cafe, Colaba Mumbai,",19.018226,72.8168362,"Koliwada, Worli, Mumbai, Maharashtra 400030, India"
1499,626.pdf,09/03/2025,18:15,09/03/2025,18:20," कोस्टगार्डच्या डाव्या भिंतीलगत, वरळी कोळीवाडा, , वरळी मुंबई 30, ","Beside Coastguard Left Wall, Worli Koliwada, , Worli Mumbai 30,",18.914574,72.8244574,"Shahid Bhagat Singh Rd, Colaba, Mumbai, Maharashtra, India"
1500,627.pdf,14/07/2025,18:30,14/07/2025,20:30," टायटन आय प्लस शोरुमच्या बाजूला, असलेल्या बंद दुकानाजवळ , SBS रोड कुलाबा मुंबई, ","Beside Titan Eye Plus Showroom, Near Closed Shop, SBS Road Colaba Mumbai,",18.9176117,72.8297152,"Pushpa Bhavan, 05, Colaba Causeway, opp. to Telephone Bhavan, near Strand Cinema, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
1501,628.pdf,09/07/2025,13:30,10/07/2025,14:19," जे-7, खुशरू बाग, सरदार भगतसिंह रोड, कुलाबा, मुंबई-05,   ","J-7, Khushru Bagh, Sardar Bhagat Singh Road, Colaba, Mumbai-05,",18.9260716,72.8302654,"15, Madame Cama Rd, Mantralaya, Fort, Mumbai, Maharashtra 400032, India"
1502,629.pdf,16/07/2025,13:30,16/07/2025,14:00," डाँ होमी भाभा इन्स्टीटयुट ऑफ, सायन्स समोर मादाम कामा रोड , कुलाबा मुंबई,   ","Dr. Homi Bhabha Institute Of, Science Opposite Madam Cama Road, Colaba Mumbai,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1503,630.pdf,10/06/2025,03:30,17/07/2025,10:30," 08, 57/बी, वुड हाउस रोड, आरसीवाला बिल्डींग,तळमजला, कुलाबा मुंबई,   ","08, 57/B, WOOD HOUSE ROAD, RCWALA BUILDING, GROUND FLOOR, COLABA MUMBAI,",18.9271362,72.8310487,"156, Mahatma Gandhi Road, Mantralaya, Fort, Mumbai, Maharashtra 400032, India"
1504,631.pdf,12/07/2025,10:30,12/07/2025,12:30," केमिस्ट्री लबमधील छोटी रूम, एलफिस्टन काँलेज दुसरा मजला, कुलाबा मुंबई,   ","Small Room in Chemistry Lab, Elphiston College 2nd Floor, Colaba Mumbai,",18.920717,72.830649,"Adenwala Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1505,632.pdf,19/07/2025,13:00,19/07/2025,13:30," साजिया केटरर्स कुलाबा मार्केट, कुलाबा मुंबई,   ","Sajia Caterers Colaba Market, Colaba Mumbai,",19.0273578,72.8568276,"303, Nathalal Parekh Marg, Matunga East, Mumbai, Maharashtra 400019, India"
1506,633.pdf,18/07/2025,19:00,19/07/2025,11:30," रूम नं 303, नाथालाल पारेख मार्ग, हॉटेल ताज वेलीन्टन म्युज, कुलाबा, मुंबई,   ","Room No 303, Nathalal Parekh Marg, Hotel Taj Wellington Muse, Colaba, Mumbai,",18.9152169,72.8305087,"Lala Nigam Rd, near Morya Mandir, Jamshetji Bunder, Dr Babasaheb Ambedkar Nagar, Road, Colaba, Mumbai, Maharashtra 400005, India"
1507,634.pdf,24/07/2025,13:00,24/07/2025,13:30," कुलाबा मार्केट,लाला निगम रोड , केक ऑफ द S या शाप समोर , कुलाबा, मुंबई 05,   ","Colaba Market, Lala Nigam Road, Opposite Cake Of The S Shap, Colaba, Mumbai 05,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
1508,635.pdf,31/01/2025,20:00,01/02/2025,02:00," कोबंडी गल्ली, लालमीट्टी, वांद्रे प मुंबई , ","KOBANDI GALLI, LALMITTY, BANDRA P MUMBAI ,",18.9152169,72.8305087,"Lala Nigam Rd, near Morya Mandir, Jamshetji Bunder, Dr Babasaheb Ambedkar Nagar, Road, Colaba, Mumbai, Maharashtra 400005, India"
1509,636.pdf,24/07/2025,15:00,24/07/2025,15:30," लाला निगम रोड, कुलाबा मार्केट,, भारत ग्लास सेंटर या शाँप समोर, कुलाबा, मुंबई 05,   ","Lala Nigam Road, Colaba Market, Opposite Bharat Glass Center Shop, Colaba, Mumbai 05,",18.914574,72.8244574,"Shahid Bhagat Singh Rd, Colaba, Mumbai, Maharashtra, India"
1510,637.pdf,25/07/2025,15:20,25/07/2025,15:40," एस बी एस रोड, रायल सॅनिटरी शॉप समोर , कुलाबा मुंबई 05,   ","SBS Road, Opposite Royal Sanitary Shop, Colaba Mumbai 05,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1511,638.pdf,04/04/2025,09:32,07/04/2025,06:45," नेव्हल SHAS, कुलाबा मुंबई,   ","Naval SHAS, Colaba Mumbai,",18.913624,72.82468399999999,"Sassoon Complex, Sassoon Dock Rd, Azad Nagar, Colaba, Mumbai, Maharashtra 400005, India"
1512,639.pdf,25/07/2025,18:40,25/07/2025,18:50," ससुन डाँक,, पारकर नेव्हिगेशन गोडाउन समोर, कुलाबा, मुंबई,   ","Sassoon Tank,, Opposite Parker Navigation Godown, Colaba, Mumbai,",18.916259,72.8267073,"WR8G+GM4, Shahid Bhagat Singh Rd, Kala Ghoda, Colaba, Mumbai, Maharashtra 400005, India"
1513,640.pdf,26/07/2025,18:30,26/07/2025,18:40," एसबीएस रोड, पुर्णिमा बिल्डींग समोर, कुलाबा, मुंबई 05 ,   ","SBS Road, Opposite Purnima Building, Colaba, Mumbai 05,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1514,641.pdf,28/07/2025,12:20,28/07/2025,12:50," मंडलिक US ,सनि हाउसजवळ ताज , होटेल पाठी मागे बाजुस,स्ट्रीट , कफे समोर कुलाबा, ,   ","Mandalik US, Taj near Sunny House, Hotel Back Back Side, Street, Cafe Opposite Colaba, ,",18.9273624,72.83034540000001,"Old Secretariat Building, Kala Ghoda, Besides University, WRGJ+W4X, Mantralaya, Fort, Mumbai, Maharashtra 400032, India"
1515,642.pdf,24/07/2025,10:45,24/07/2025,11:15," कोर्ट रूम नं 10, , सेशन कोर्ट, , कुलाबा, मुंबई ,   ","COURT ROOM NO 10, , SESSION COURT, , COLABA, MUMBAI ,",18.918241,72.83114619999999,"Kamal Mansion, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
1516,643.pdf,28/07/2025,18:20,28/07/2025,18:40," साळगावकर जंक्षन येथे, कमल मेन्षन बिल्डींग समोर, शहीद भगतसिंग रोड, कुलाबा मुंब,   ","At Salgaonkar Junction, Opposite Kamal Mansion Building, Shaheed Bhagat Singh Road, Colaba Mumb,",18.9216631,72.8332028,"Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1517,644.pdf,29/07/2025,12:45,29/07/2025,12:55," हाँटेल रिजेंटच्या समोर, बेस्ट जंक्शनकडून ताजकडे जाणारे, कुलाबा, मुंबई,  ","Opposite Hotel Regent, Best Junction to Taj, Colaba, Mumbai,",18.9209939,72.8303614,"WRCJ+94X, Henry Rd, Cusrow Baug Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1518,645.pdf,29/07/2025,16:55,29/07/2025,17:05," कुलाबा Weis ठाणे च्या समोर, एसबीएस रोड इलेक्ट्रीक हाऊस ज, कुलाबा, मुंबई 05 ,   ","KULABA Opposite Weis Thane, SBS Road Electric House J, Colaba, Mumbai 05 ,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
1519,646.pdf,31/01/2025,23:00,01/02/2025,02:00," कोंबडी गल्ली,, वांद्रे पश्‍चिम, मुंबई 50, ","50, KOMBDI GALLI, BANDRA WEST, MUMBAI,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1520,647.pdf,30/07/2025,19:10,30/07/2025,19:15," बरक क्र 63, आय एन एस HA, कुलाबा, मुंबई,   ","Barak No 63, INS HA, Colaba, Mumbai,",18.909834,72.80949489999999,"WR55+WQH Cluster_mumbai_11, New Navy Nagar, Colaba, Mumbai, Maharashtra 400005, India"
1521,648.pdf,20/08/2024,00:05,31/07/2025,15:00," सेंट्रल बँक ऑफ इंडिया, टेलिफोन भवन, स्टँड सिनेमाजवळ, कुलाबा, मुंबई,   ","Central Bank of India, Telephone Bhawan, Near Stand Cinema, Colaba, Mumbai,",18.9239107,72.8321258,"Hotel Blue Light, Metro House, 2nd Floor B-wing, near Regal Cinema, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1522,649.pdf,31/07/2025,18:00,31/07/2025,18:30," हटेल ब्लुलाईटच्या समोर, एसबीएस रोड, कुलाबा, मुंबई ,   ","Opposite Hotel Bluelight, SBS Road, Colaba, Mumbai,",19.018226,72.8168362,"Koliwada, Worli, Mumbai, Maharashtra 400030, India"
1523,650.pdf,09/03/2025,19:00,09/03/2025,19:05," कोस्टगार्डच्या पाठीमागे , भिंतीच्या जवळ, वरळी कोळीवाडा, वरळी मुंबई  30, ","BEHIND COAST GUARD, NEAR WALL, WORLI KOLIWADA, WORLI MUMBAI 30,",19.0551942,72.83733149999999,"S.V. Road, Bandra West, Mumbai, Maharashtra 400050, India"
1524,651.pdf,28/07/2025,16:30,28/07/2025,16:30," बडीमस्जीद समोर , एस व्ही रोड, वांद्रे पश्‍चिम मुंबई , ","Opposite Badimsjid, SV Road, Bandra West Mumbai,",19.0548399,72.84069029999999,"Bandra, Bairam Naupada, Bandra East, Mumbai, Maharashtra 400050, India"
1525,652.pdf,28/07/2025,16:00,28/07/2025,16:00," वांद्रे स्टेशन समोर , रिक्षा पार्किंग मध्ये रोडवर, लाईन रोडच्या मध्यभागी ,वांद्रे प मुंबई 50   ","Opposite Bandra Station, Road in Rickshaw Parking, Middle of Line Road, Bandra P Mumbai 50",19.0556473,72.83647859999999,"Jarimari Temple Road, behind National Library, Bandra West, Mumbai, Maharashtra 400050, India"
1526,653.pdf,21/01/2025,14:00,21/01/2025,15:00," 605, विराज अपार्टमेट,, जरीमरी रोड, नषनल लायब्ररीच्य, पाठीमागे, वांद्रे पष्चिम, मु,   ","605, VIRAJ APARTMENT,, JARIMARI ROAD, NATIONAL LIBRARY, BEHIND, BANDRA WEST, MU,",19.0474959,72.82661089999999,"Suman Cooperative Housing Society Anand Sagar, Suman Cooperative Housing Society, 24, KC Marg, Anand Sagar Co-Operative Housing Society, A Block BKC, Bandra West, Mumbai, Maharashtra 400050, India"
1527,654.pdf,15/03/2025,00:00,15/03/2025,00:00," Fae नं 23, बिल्डींग नं 24, आनंद सागर, के सी मार्ग,, वांद्रे पश्‍चिम, मुंबई 400050,   ","Fae No 23, Building No 24, Anand Sagar, KC Marg,, Bandra West, Mumbai 400050,",18.9227894,72.8297791,"Buckley Court, Cluster_mumbai_26, BEST Marg, Scindia Society, Police Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1528,655.pdf,12/08/2025,12:00,12/08/2025,13:00," बकली कोर्ट रोड कुलाबा येथुन, आंबेडकर जंक्षन रोड कुलाबा कडे ,  कलाबा , रौ ","From Buckley Court Road Colaba to Ambedkar Junction Road Colaba, Kalaba, Rau",18.9177374,72.8294435,"Mistry Chambers, 5/6, Strand, Cinema Road, opposite M.T, N.L, Colaba, Mumbai, Maharashtra 400005, India"
1529,656.pdf,13/08/2025,15:00,13/08/2025,15:25," स्टण्ड सिनेमा रोड, हॉटेल शुभ सागरच्या समोर, कुलाबा, मुंबई,-400005   ","Stand Cinema Road, Opposite Hotel Shubh Sagar, Colaba, Mumbai,-400005",19.139536,72.9238392,"Kombadi Galli, Farid Nagar, Bhandup West, Mumbai, Maharashtra 400078, India"
1530,657.pdf,31/01/2025,22:00,01/02/2025,04:00," कोंबडी गली,, वान्द्रे प, मुंबई ,  1 ","KOMBDI GALI,, BANDER P, MUMBAI, 1",18.9171172,72.8263917,"WR8G+RJW Strand Cinema, Colaba Causeway, Badhwar Park, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
1531,658.pdf,16/08/2025,11:00,16/08/2025,11:15," स्टण्ड सिनेमा बस स्टाँप जवळ, कुलाबा, मुंबई , ","Near Stand Cinema Bus Stop, Colaba, Mumbai,",18.9218382,72.831167,"BEST Marg, Apollo Bandar, Colaba, Mumbai, Maharashtra, India"
1532,659.pdf,21/08/2025,15:09,21/08/2025,15:20," बेस्ट मार्ग वर, सलील ब्रदर्स शॉप समोर, कुलाबा, मुंबई 400005,   ","On Best Marg, Opposite Salil Brothers Shop, Colaba, Mumbai 400005,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1533,660.pdf,14/05/2024,00:00,28/09/2024,15:00," मुनिरा कुलाबा काँजवे , प्लाट नं 12, कुलाबा मुंबई , ","Munira Colaba Kanjway, Plot No 12, Colaba Mumbai,",18.9247074,72.8280733,"Maharshi Karve Rd, Colaba, Mumbai, Maharashtra, India"
1534,661.pdf,13/08/2025,13:10,14/08/2025,14:00," आरएफ ग्राउंड फ्लोर,एमकेरोड, शुगरकेन मिल ज्युस सेंटर, चिल्डरून पार्क समोर, कुलाबा,   ","RF Ground Floor, MK Road, Sugarcane Mill Juice Centre, Opposite Children's Park, Colaba,",19.018226,72.8168362,"Koliwada, Worli, Mumbai, Maharashtra 400030, India"
1535,662.pdf,09/03/2025,19:00,09/03/2025,19:05," कोस्टगार्डच्या पाठीमागे , भिंतीच्या जवळ, वरळी कोळीवाडा, वरळी मुंबई  30, ","BEHIND COAST GUARD, NEAR WALL, WORLI KOLIWADA, WORLI MUMBAI 30,",18.9232366,72.83152679999999,"Regal Cinema, Esperanca Building, Bhagat Singh Road, Scindia Society, Police Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1536,663.pdf,24/08/2025,17:30,24/08/2025,17:45," एसबीएस रोड, बँक ऑफ बडोदा समोरील बस स्टप, कुलाबा, मुंबई,   ","SBS Road, Bus Stop Opposite Bank of Baroda, Colaba, Mumbai,",18.9067031,72.8147123,"Colaba, Mumbai, Maharashtra, India"
1537,664.pdf,25/08/2025,14:25,25/08/2025,14:40," ससुन डोक ते , पोस्ट ऑफिस , कुलाबा, ","Sassoon Dok Te, Post Office, Colaba,",18.9185738,72.8306268,"Arthur Bunder Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
1538,665.pdf,25/08/2025,16:35,25/08/2025,16:50," अनक्स इमारत, आर्थर बंदर रोड, , जनरल मेडीकल समोर, अपोलो बंदर, कुलाबा,   ","ANUX BUILDING, ARTHUR BANDAR ROAD, , OPPOSITE GENERAL MEDICAL, APOLLO BANDAR, COLABA,",18.9129938,72.8225239,"146, Shahid Bhagat Singh Rd, Azad Nagar, Colaba, Mumbai, Maharashtra 400005, India"
1539,666.pdf,28/08/2025,12:20,28/08/2025,12:30," एसबीएस रोड, सौरभ हटेल,ससुन Sh, कुलाबा मुंबई , ","SBS Road, Saurabh Hatel, Sassoon Sh, Colaba Mumbai,",18.9190864,72.8294427,"Colaba Causeway Road, WR9H+JQP, Haji Miyaz Road, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
1540,667.pdf,25/08/2025,00:00,25/08/2025,00:10," भिडभंजन मंदिरच्या विरूद्ध बाजू, एस बी एस रोड, कुलाबा, मुंबई,   ","Opposite Bhidbhanjan Temple, SBS Road, Colaba, Mumbai,",19.051016,72.8355244,"14, LK Mehta Marg, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India"
1541,668.pdf,05/01/2025,16:45,05/01/2025,16:45," यु ब्रीज चे खाली,नर्गिस दत्त , नगर झोपडपट्टी,लाल मीट्टी झोपड, पट्टी परीसर, वांद्रे पश्‍चिम, म,   ","Below U Bridge, Nargis Dutt, Nagar Slum, Lal Mitti Slum, Patti Parisar, Bandra West, M,",19.0595596,72.8295287,"Bandra West, Mumbai, Maharashtra, India"
1542,669.pdf,01/02/2025,03:30,01/02/2025,03:50," 2/80, स्लाटर हाउस कंपांउंड,, , वांद्रे पश्‍चिम, मुंबई 50,   ","2/80, Slaughter House Compound,, , Bandra West, Mumbai 50,",18.9299511,72.8321549,"Nagindas Master Rd, Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India"
1543,670.pdf,04/08/2025,20:30,06/08/2025,12:30," नागिनदास मास्तर रोडवरील ऑफिस, काळाघोडा, फोर्ट, मुंबई,   ","Office at Nagindas Master Road, Kalaghoda, Fort, Mumbai,",18.921778,72.832257,"24/26, B K Boman Behram Marg, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India"
1544,671.pdf,12/08/2025,17:20,12/08/2025,17:25," बीके बोमन बेहराम मार्ग वर , हटेल डीप्लोमट समोर, कुलाबा, मुंबई,   ","On BK Bowman Behram Marg, Opposite Hatel Diplomat, Colaba, Mumbai,",18.9273624,72.83034540000001,"Old Secretariat Building, Kala Ghoda, Besides University, WRGJ+W4X, Mantralaya, Fort, Mumbai, Maharashtra 400032, India"
1545,672.pdf,15/04/2024,00:00,05/06/2025,00:00," सेशन कोर्ट, कुलाबा मुंबई,   ","Session Court, Colaba Mumbai,",18.9307214,72.8330849,"Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India"
1546,673.pdf,01/08/2025,12:30,01/08/2025,13:30," सेशन सीटी सिव्हील, कोर्ट काला घोडा , कुलाबा,   ","Session CT Civil, Court Kala Ghoda, Colaba,",18.9119776,72.82140629999999,"Hampton Court, Wodehouse Rd, Cuffe Parade, Mumbai, Maharashtra 400005, India"
1547,674.pdf,02/08/2025,18:15,02/08/2025,18:20," दुकान नं 09,हम्प्टन कोर्टच्या, समोर, वोडहाउस रोड, कुलाबा, मुंबई,   ","Shop No. 09, Opposite Hampton Court, Wodehouse Road, Colaba, Mumbai,",18.9171172,72.8263917,"WR8G+RJW Strand Cinema, Colaba Causeway, Badhwar Park, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
